DISTRICT,PGM_OF_STUDY CODE,PGM_OF_STUDY EXPLANATION,concentrator_only,completer_only,,
220907,049,RENEWABLE ENERGY,      40,.,,
220907,050,TEACHING AND TRAINING,     303,     115,,
220907,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
220907,052,WEB DEVELOPMENT,      41,.,,
220907,054,CONSTRUCTION MANAGEMENT AND INSPECTION,       8,      24,,
220907,056,FLIGHT,      43,       0,,
220907,059,MEDICAL THERAPY,    1116,     353,,
220907,061,DRONE (UNMANNED FLIGHT),     273,      30,,
220907,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,      14,       0,,
220908,001,ACCOUNTING AND FINANCIAL SERVICES,     223,      24,,
220908,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      79,       0,,
220908,003,AGRIBUSINESS,      18,       0,,
220908,004,ANIMAL SCIENCE,     212,      65,,
220908,005,APPLIED AGRICULTURAL ENGINEERING,      42,.,,
220908,006,ARCHITECTURAL DESIGN,      70,      17,,
220908,007,AUTOMOTIVE,     140,      76,,
220908,009,BIO-MEDICAL SCIENCE,      46,       0,,
220908,011,BUSINESS MANAGEMENT,     302,      13,,
220908,012,CARPENTRY,      35,       7,,
220908,014,CULINARY ARTS,     115,      32,,
220908,015,CYBERSECURITY,     161,      26,,
220908,017,DIGITAL COMMUNICATIONS,     115,      28,,
220908,019,EARLY LEARNING,     233,       0,,
220908,021,EMERGENCY SERVICES,     170,.,,
220908,022,ENGINEERING,     141,      21,,
220908,023,ENTREPRENEURSHIP,     257,       9,,
220908,024,ENVIRONMENTAL AND NATURAL RESOURCES,      75,       6,,
220908,025,EXERCISE SCIENCE AND WELLNESS,      24,       0,,
220908,026,FAMILY AND COMMUNITY SERVICES,     815,      30,,
220908,027,FOOD AND SCIENCE TECHNOLOGY,      30,       0,,
220908,028,GOVERNMENT AND PUBLIC ADMINISTRATION,       6,       0,,
220908,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     376,      75,,
220908,030,HEALTH AND WELLNESS,      12,       0,,
220908,031,HEALTH INFORMATICS,     680,.,,
220908,032,HEALTHCARE DIAGNOSTICS,     762,     481,,
220908,033,HEALTHCARE THERAPEUTIC,     852,     398,,
220908,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      51,       5,,
220908,036,LAW ENFORCEMENT,     236,      68,,
220908,037,LEGAL STUDIES,     107,       6,,
220908,039,MANUFACTURING TECHNOLOGY,      55,       6,,
220908,040,MARKETING AND SALES,      76,       5,,
220908,042,NETWORKING SYSTEMS,     129,      21,,
220908,043,NURSING SCIENCE,     907,      96,,
220908,045,PLANT SCIENCE,      97,       6,,
220908,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,     140,      16,,
220908,049,RENEWABLE ENERGY,      44,       0,,
220908,050,TEACHING AND TRAINING,     252,      30,,
220908,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       7,       0,,
220908,052,WEB DEVELOPMENT,      95,      10,,
220908,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
220908,059,MEDICAL THERAPY,    1043,      85,,
220908,061,DRONE (UNMANNED FLIGHT),      86,       0,,
220908,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,       5,       0,,
220908,064,PRINTING AND IMAGING,.,       0,,
220910,001,ACCOUNTING AND FINANCIAL SERVICES,     119,       0,,
220910,003,AGRIBUSINESS,       7,       0,,
220910,004,ANIMAL SCIENCE,      35,      17,,
220910,005,APPLIED AGRICULTURAL ENGINEERING,      36,      14,,
220910,006,ARCHITECTURAL DESIGN,       9,       0,,
220910,011,BUSINESS MANAGEMENT,      78,       6,,
220910,012,CARPENTRY,      31,       8,,
220910,014,CULINARY ARTS,      92,      30,,
220910,017,DIGITAL COMMUNICATIONS,      21,       6,,
220910,019,EARLY LEARNING,.,       0,,
220910,021,EMERGENCY SERVICES,      25,       0,,
220910,022,ENGINEERING,       5,       0,,
220910,023,ENTREPRENEURSHIP,      71,       0,,
220910,024,ENVIRONMENTAL AND NATURAL RESOURCES,       7,       0,,
220910,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
220910,026,FAMILY AND COMMUNITY SERVICES,      40,.,,
220910,027,FOOD AND SCIENCE TECHNOLOGY,       6,       0,,
220910,028,GOVERNMENT AND PUBLIC ADMINISTRATION,.,       0,,
220910,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     102,      36,,
220910,030,HEALTH AND WELLNESS,       9,       0,,
220910,031,HEALTH INFORMATICS,      86,       0,,
220910,032,HEALTHCARE DIAGNOSTICS,      62,      36,,
220910,033,HEALTHCARE THERAPEUTIC,      62,      36,,
220910,036,LAW ENFORCEMENT,      53,      26,,
220910,038,LODGING AND RESORT MANAGEMENT,.,       0,,
220910,040,MARKETING AND SALES,.,       0,,
220910,043,NURSING SCIENCE,      90,       5,,
220910,045,PLANT SCIENCE,      96,.,,
220910,046,PLUMBING AND PIPEFITTING,.,       0,,
220910,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,.,       0,,
220910,049,RENEWABLE ENERGY,      17,.,,
220910,050,TEACHING AND TRAINING,      10,       0,,
220910,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       8,       0,,
220910,052,WEB DEVELOPMENT,.,       0,,
220910,059,MEDICAL THERAPY,      82,       7,,
220910,061,DRONE (UNMANNED FLIGHT),.,       0,,
220910,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
220912,001,ACCOUNTING AND FINANCIAL SERVICES,     190,      25,,
220912,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,       7,       0,,
220912,003,AGRIBUSINESS,      20,       0,,
220912,004,ANIMAL SCIENCE,      52,      50,,
220912,005,APPLIED AGRICULTURAL ENGINEERING,      46,      37,,
220912,006,ARCHITECTURAL DESIGN,      39,      18,,
220912,007,AUTOMOTIVE,       7,      46,,
220912,009,BIO-MEDICAL SCIENCE,      67,      12,,
220912,011,BUSINESS MANAGEMENT,     192,      22,,
220912,012,CARPENTRY,      14,.,,
220912,013,COSMETOLOGY AND PERSONAL CARE SERVICES,      75,      63,,
220912,014,CULINARY ARTS,     119,      48,,
220912,015,CYBERSECURITY,     115,      59,,
220912,017,DIGITAL COMMUNICATIONS,      44,       9,,
220912,018,DISTRIBUTION AND LOGISTICS,       5,       0,,
220912,019,EARLY LEARNING,      61,       9,,
220912,021,EMERGENCY SERVICES,      48,.,,
220912,022,ENGINEERING,      84,      57,,
220912,023,ENTREPRENEURSHIP,     149,      11,,
220912,024,ENVIRONMENTAL AND NATURAL RESOURCES,      18,       0,,
220912,025,EXERCISE SCIENCE AND WELLNESS,       7,       0,,
220912,026,FAMILY AND COMMUNITY SERVICES,     150,      14,,
220912,027,FOOD AND SCIENCE TECHNOLOGY,      17,       0,,
220912,028,GOVERNMENT AND PUBLIC ADMINISTRATION,.,       0,,
220912,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     170,      34,,
220912,030,HEALTH AND WELLNESS,      15,       0,,
220912,031,HEALTH INFORMATICS,     231,       0,,
220912,032,HEALTHCARE DIAGNOSTICS,     229,     199,,
220912,033,HEALTHCARE THERAPEUTIC,     201,     228,,
220912,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      38,      22,,
220912,036,LAW ENFORCEMENT,      96,      52,,
220912,037,LEGAL STUDIES,      50,      10,,
220912,038,LODGING AND RESORT MANAGEMENT,.,       0,,
220912,040,MARKETING AND SALES,.,       0,,
220912,042,NETWORKING SYSTEMS,      93,      27,,
220912,043,NURSING SCIENCE,     262,      95,,
220912,045,PLANT SCIENCE,      21,.,,
220912,046,PLUMBING AND PIPEFITTING,.,       0,,
220912,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      92,      44,,
220912,049,RENEWABLE ENERGY,      23,.,,
220912,050,TEACHING AND TRAINING,      60,      27,,
220912,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       5,       0,,
220912,052,WEB DEVELOPMENT,      55,      13,,
220912,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
220912,059,MEDICAL THERAPY,     271,     116,,
220912,060,WELDING,.,       0,,
220912,061,DRONE (UNMANNED FLIGHT),      76,       0,,
220912,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
220912,064,PRINTING AND IMAGING,.,       0,,
220914,001,ACCOUNTING AND FINANCIAL SERVICES,      46,       7,,
220914,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,.,       0,,
220914,003,AGRIBUSINESS,      18,       0,,
220914,006,ARCHITECTURAL DESIGN,.,       0,,
220914,007,AUTOMOTIVE,.,       0,,
220914,009,BIO-MEDICAL SCIENCE,.,       0,,
220914,011,BUSINESS MANAGEMENT,      29,       7,,
220914,014,CULINARY ARTS,      35,      13,,
220914,015,CYBERSECURITY,      70,      16,,
220914,017,DIGITAL COMMUNICATIONS,      64,      18,,
220914,019,EARLY LEARNING,      40,       0,,
220914,021,EMERGENCY SERVICES,      31,       0,,
220914,023,ENTREPRENEURSHIP,      40,      16,,
220914,025,EXERCISE SCIENCE AND WELLNESS,      34,       7,,
220914,026,FAMILY AND COMMUNITY SERVICES,     106,      30,,
220914,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      70,.,,
220914,030,HEALTH AND WELLNESS,      46,      14,,
220914,031,HEALTH INFORMATICS,      83,       0,,
220914,032,HEALTHCARE DIAGNOSTICS,      75,      47,,
220914,033,HEALTHCARE THERAPEUTIC,      75,      47,,
220914,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      20,      20,,
220914,039,MANUFACTURING TECHNOLOGY,.,       0,,
220914,040,MARKETING AND SALES,      14,       0,,
220914,042,NETWORKING SYSTEMS,      55,.,,
220914,043,NURSING SCIENCE,     102,       6,,
220914,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      44,      11,,
220914,050,TEACHING AND TRAINING,      72,      15,,
220914,052,WEB DEVELOPMENT,      26,       0,,
220914,059,MEDICAL THERAPY,      44,      46,,
220914,060,WELDING,.,.,,
220914,061,DRONE (UNMANNED FLIGHT),.,       0,,
220914,064,PRINTING AND IMAGING,      26,      14,,
220915,001,ACCOUNTING AND FINANCIAL SERVICES,     163,      16,,
220915,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,       9,       0,,
220915,003,AGRIBUSINESS,      14,.,,
220915,004,ANIMAL SCIENCE,      64,      24,,
220915,005,APPLIED AGRICULTURAL ENGINEERING,      38,       0,,
220915,006,ARCHITECTURAL DESIGN,.,       0,,
220915,007,AUTOMOTIVE,      36,      23,,
220915,008,AVIATION MAINTENANCE,.,       0,,
220915,009,BIO-MEDICAL SCIENCE,       9,       0,,
220915,011,BUSINESS MANAGEMENT,      99,.,,
220915,012,CARPENTRY,      29,.,,
220915,014,CULINARY ARTS,      51,      20,,
220915,015,CYBERSECURITY,     129,       0,,
220915,016,DIESEL AND HEAVY EQUIPMENT,      10,       0,,
220915,017,DIGITAL COMMUNICATIONS,      35,       9,,
220915,018,DISTRIBUTION AND LOGISTICS,.,       0,,
220915,019,EARLY LEARNING,      37,       0,,
220915,020,ELECTRICAL,       7,       0,,
220915,021,EMERGENCY SERVICES,      23,       0,,
220915,022,ENGINEERING,      46,      14,,
220915,023,ENTREPRENEURSHIP,     112,.,,
220915,024,ENVIRONMENTAL AND NATURAL RESOURCES,      28,       0,,
220915,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
220915,026,FAMILY AND COMMUNITY SERVICES,     120,       6,,
220915,027,FOOD AND SCIENCE TECHNOLOGY,      17,       0,,
220915,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     146,       6,,
220915,030,HEALTH AND WELLNESS,      32,       0,,
220915,031,HEALTH INFORMATICS,     208,       0,,
220915,032,HEALTHCARE DIAGNOSTICS,     126,      48,,
220915,033,HEALTHCARE THERAPEUTIC,     126,      49,,
220915,034,HVAC AND SHEET METAL,       8,       0,,
220915,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      14,.,,
220915,036,LAW ENFORCEMENT,      99,      22,,
220915,037,LEGAL STUDIES,.,.,,
220915,038,LODGING AND RESORT MANAGEMENT,       5,       0,,
220915,040,MARKETING AND SALES,.,       0,,
220915,041,MASONRY,       7,       0,,
220915,042,NETWORKING SYSTEMS,      49,.,,
220915,043,NURSING SCIENCE,     152,      22,,
220915,044,OIL AND GAS EXPLORATION AND PRODUCTION,.,       0,,
220915,045,PLANT SCIENCE,      90,.,,
220915,046,PLUMBING AND PIPEFITTING,      40,       0,,
220915,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      56,.,,
220915,049,RENEWABLE ENERGY,       9,       0,,
220915,050,TEACHING AND TRAINING,      65,      18,,
220915,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       7,       0,,
220915,052,WEB DEVELOPMENT,      57,.,,
220915,054,CONSTRUCTION MANAGEMENT AND INSPECTION,.,       0,,
220915,056,FLIGHT,       8,       0,,
220915,059,MEDICAL THERAPY,     122,      29,,
220915,060,WELDING,      41,      14,,
220915,061,DRONE (UNMANNED FLIGHT),      23,       0,,
220915,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,.,       0,,
220916,001,ACCOUNTING AND FINANCIAL SERVICES,      71,.,,
220916,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,     176,.,,
220916,003,AGRIBUSINESS,       7,       0,,
220916,004,ANIMAL SCIENCE,.,       0,,
220916,005,APPLIED AGRICULTURAL ENGINEERING,.,       0,,
220916,006,ARCHITECTURAL DESIGN,      45,       5,,
220916,007,AUTOMOTIVE,      31,.,,
220916,009,BIO-MEDICAL SCIENCE,       8,       0,,
220916,011,BUSINESS MANAGEMENT,      73,.,,
220916,013,COSMETOLOGY AND PERSONAL CARE SERVICES,      13,.,,
220916,014,CULINARY ARTS,      34,      10,,
220916,015,CYBERSECURITY,     250,      17,,
220916,017,DIGITAL COMMUNICATIONS,      24,.,,
220916,019,EARLY LEARNING,      84,       0,,
220916,021,EMERGENCY SERVICES,      80,       0,,
220916,022,ENGINEERING,     162,      12,,
220916,023,ENTREPRENEURSHIP,      99,.,,
220916,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
220916,025,EXERCISE SCIENCE AND WELLNESS,       9,       0,,
220916,026,FAMILY AND COMMUNITY SERVICES,     623,       7,,
220916,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
220916,028,GOVERNMENT AND PUBLIC ADMINISTRATION,.,       0,,
220916,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     148,      25,,
220916,030,HEALTH AND WELLNESS,      34,       0,,
220916,031,HEALTH INFORMATICS,     335,       0,,
220916,032,HEALTHCARE DIAGNOSTICS,     265,      76,,
220916,033,HEALTHCARE THERAPEUTIC,     263,      79,,
220916,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,       8,       0,,
220916,036,LAW ENFORCEMENT,      96,.,,
220916,037,LEGAL STUDIES,      50,       0,,
220916,038,LODGING AND RESORT MANAGEMENT,.,       0,,
220916,039,MANUFACTURING TECHNOLOGY,.,       0,,
220916,040,MARKETING AND SALES,       5,       0,,
220916,042,NETWORKING SYSTEMS,     168,.,,
220916,043,NURSING SCIENCE,     292,       8,,
220916,044,OIL AND GAS EXPLORATION AND PRODUCTION,.,       0,,
220916,045,PLANT SCIENCE,.,       0,,
220916,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,     139,      15,,
220916,049,RENEWABLE ENERGY,      49,       5,,
220916,050,TEACHING AND TRAINING,     130,      14,,
220916,051,"TRAVEL, TOURISM, AND ATTRACTIONS",       6,       0,,
220916,052,WEB DEVELOPMENT,      31,       0,,
220916,056,FLIGHT,.,       0,,
220916,059,MEDICAL THERAPY,     142,      17,,
220916,061,DRONE (UNMANNED FLIGHT),      50,       0,,
220916,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,      33,.,,
220917,001,ACCOUNTING AND FINANCIAL SERVICES,      53,       0,,
220917,004,ANIMAL SCIENCE,      13,       0,,
220917,005,APPLIED AGRICULTURAL ENGINEERING,      13,       0,,
220917,009,BIO-MEDICAL SCIENCE,       8,       0,,
220917,011,BUSINESS MANAGEMENT,      69,       0,,
220917,012,CARPENTRY,      23,      12,,
220917,014,CULINARY ARTS,      31,      12,,
220917,015,CYBERSECURITY,     167,      15,,
220917,017,DIGITAL COMMUNICATIONS,      11,       0,,
220917,019,EARLY LEARNING,      19,       0,,
220917,021,EMERGENCY SERVICES,      22,       0,,
220917,022,ENGINEERING,.,       0,,
220917,023,ENTREPRENEURSHIP,      67,      14,,
220917,024,ENVIRONMENTAL AND NATURAL RESOURCES,      13,       0,,
220917,025,EXERCISE SCIENCE AND WELLNESS,      21,       0,,
220917,026,FAMILY AND COMMUNITY SERVICES,      93,.,,
220917,027,FOOD AND SCIENCE TECHNOLOGY,      13,       0,,
220917,028,GOVERNMENT AND PUBLIC ADMINISTRATION,.,       0,,
220917,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      19,.,,
220917,030,HEALTH AND WELLNESS,      52,       0,,
220917,031,HEALTH INFORMATICS,     161,      13,,
220917,032,HEALTHCARE DIAGNOSTICS,      87,      37,,
220917,033,HEALTHCARE THERAPEUTIC,      87,      37,,
220917,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      10,.,,
220917,037,LEGAL STUDIES,      10,       0,,
220917,040,MARKETING AND SALES,      18,       6,,
220917,042,NETWORKING SYSTEMS,      89,       5,,
220917,043,NURSING SCIENCE,     102,      17,,
220917,045,PLANT SCIENCE,      13,       0,,
220917,046,PLUMBING AND PIPEFITTING,.,       0,,
220917,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      84,      17,,
220917,049,RENEWABLE ENERGY,      14,       0,,
220917,050,TEACHING AND TRAINING,      41,      30,,
220917,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
220917,052,WEB DEVELOPMENT,      54,.,,
220917,059,MEDICAL THERAPY,      83,      22,,
220918,001,ACCOUNTING AND FINANCIAL SERVICES,     220,       0,,
220918,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,     198,.,,
220918,003,AGRIBUSINESS,.,       0,,
220918,004,ANIMAL SCIENCE,     130,      29,,
220918,005,APPLIED AGRICULTURAL ENGINEERING,      16,       0,,
220918,006,ARCHITECTURAL DESIGN,      35,       0,,
220918,007,AUTOMOTIVE,      44,       5,,
220918,008,AVIATION MAINTENANCE,.,       0,,
220918,009,BIO-MEDICAL SCIENCE,      28,       0,,
220918,011,BUSINESS MANAGEMENT,      87,       0,,
220918,012,CARPENTRY,      10,       0,,
220918,013,COSMETOLOGY AND PERSONAL CARE SERVICES,      40,.,,
220918,014,CULINARY ARTS,      73,      24,,
220918,015,CYBERSECURITY,     116,      31,,
220918,017,DIGITAL COMMUNICATIONS,      40,      15,,
220918,019,EARLY LEARNING,     174,       0,,
220918,021,EMERGENCY SERVICES,     169,       0,,
220918,022,ENGINEERING,     202,      60,,
220918,023,ENTREPRENEURSHIP,     126,       0,,
220918,024,ENVIRONMENTAL AND NATURAL RESOURCES,       6,       0,,
220918,025,EXERCISE SCIENCE AND WELLNESS,.,       0,,
220918,026,FAMILY AND COMMUNITY SERVICES,     274,      15,,
220918,027,FOOD AND SCIENCE TECHNOLOGY,       5,       0,,
220918,028,GOVERNMENT AND PUBLIC ADMINISTRATION,       8,       0,,
220918,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,     160,      28,,
220918,030,HEALTH AND WELLNESS,      51,       0,,
220918,031,HEALTH INFORMATICS,     526,       0,,
220918,032,HEALTHCARE DIAGNOSTICS,     489,     243,,
220918,033,HEALTHCARE THERAPEUTIC,     489,     243,,
220918,035,INFORMATION TECHNOLOGY SUPPORT AND SERVICES,      27,       0,,
220918,036,LAW ENFORCEMENT,     164,      37,,
220918,037,LEGAL STUDIES,      63,.,,
220918,038,LODGING AND RESORT MANAGEMENT,.,       0,,
220918,039,MANUFACTURING TECHNOLOGY,     100,      23,,
220918,040,MARKETING AND SALES,      73,       0,,
220918,042,NETWORKING SYSTEMS,     107,       6,,
220918,043,NURSING SCIENCE,     630,      77,,
220918,045,PLANT SCIENCE,      41,.,,
220918,046,PLUMBING AND PIPEFITTING,      32,       0,,
220918,047,PROGRAMMING AND SOFTWARE DEVELOPMENT,      64,      14,,
220918,049,RENEWABLE ENERGY,      84,      29,,
220918,050,TEACHING AND TRAINING,     177,      13,,
220918,051,"TRAVEL, TOURISM, AND ATTRACTIONS",.,       0,,
220918,052,WEB DEVELOPMENT,      53,.,,
220918,056,FLIGHT,.,       0,,
220918,059,MEDICAL THERAPY,     441,     143,,
220918,060,WELDING,      54,.,,
220918,061,DRONE (UNMANNED FLIGHT),      40,.,,
220918,062,GEOSPATIAL ENGINEERING AND LAND SURVEYING,     146,      24,,
220919,001,ACCOUNTING AND FINANCIAL SERVICES,      55,.,,
220919,002,ADVANCED MANUFACTURING AND MACHINERY MECHANICS,      46,       0,,
220919,003,AGRIBUSINESS,       8,       0,,
220919,004,ANIMAL SCIENCE,.,       0,,
220919,005,APPLIED AGRICULTURAL ENGINEERING,.,       0,,
220919,009,BIO-MEDICAL SCIENCE,.,       0,,
220919,011,BUSINESS MANAGEMENT,      44,.,,
220919,015,CYBERSECURITY,     212,      10,,
220919,017,DIGITAL COMMUNICATIONS,      14,.,,
220919,019,EARLY LEARNING,      28,       0,,
220919,022,ENGINEERING,     156,.,,
220919,023,ENTREPRENEURSHIP,      67,.,,
220919,024,ENVIRONMENTAL AND NATURAL RESOURCES,.,       0,,
220919,025,EXERCISE SCIENCE AND WELLNESS,       7,.,,
220919,026,FAMILY AND COMMUNITY SERVICES,      69,      11,,
220919,027,FOOD AND SCIENCE TECHNOLOGY,.,       0,,
220919,029,GRAPHIC DESIGN AND MULTIMEDIA ARTS,      48,       5,,
220919,030,HEALTH AND WELLNESS,      18,       0,,
220919,031,HEALTH INFORMATICS,      22,       0,,
